Dim1,Dim2,Word
-30.672016,52.37759,edge
20.454546,48.900917,produces
-0.39844635,50.1146,providing
13.969642,58.751617,lives
-22.257748,26.218483,assets
27.612955,53.309544,social
-49.379684,9.560762,wish
-6.9935675,46.957745,grow
-14.275394,26.237072,Sally
-12.2970915,36.048283,Congress
4.084324,63.32002,releasing
21.569395,50.27237,blueprint
-33.59055,44.055412,makers
-18.580381,61.191822,migration
-18.308489,43.0393,cities
-18.528038,40.148468,Asia
-31.185444,44.085625,changes
-16.413124,45.626373,wants
-7.1453004,58.776924,efficiency
13.687715,46.370853,environmentally
-0.35126954,53.621655,friendly
20.257078,60.54496,industries
-19.189856,58.852203,international
-43.142857,24.23844,awaiting
-42.905674,16.709524,release
-8.408473,47.091625,Fresh
-27.889025,41.322594,sought
-43.41518,65.96289,study
-10.068625,52.30333,unlock
14.862604,59.60571,largely
-24.738897,37.551334,mysterious
-12.414046,44.362717,specimens
-7.777416,52.214745,studied
-20.1087,40.77324,Conservation
10.573322,58.085632,Management
-20.915192,54.40869,whip
-42.36343,27.263937,sun
-44.491764,67.93697,birds
-25.25794,32.63632,prey
-7.753235,54.57714,smelly
-39.41527,57.998814,freezer
-37.879898,61.80357,museum
-29.32637,26.842266,!
6.6211586,60.887623,road
-33.00715,18.298815,train
5.8220935,52.282326,"!"""
-31.200764,42.732212,Swan
-48.349678,13.38523,Hill
-21.151415,45.072968,ethanol
-29.136738,41.359776,Work
-23.287655,36.720993,Ethanol
-33.27279,15.501931,facility
-0.39421913,57.88602,corn
-49.518875,9.363306,sorghum
10.599118,57.957546,lean
-23.70395,46.612747,towards
-19.507874,58.250885,leading
-25.55282,41.40043,vessels
2.8996723,63.868458,ships
-18.569431,48.983887,entering
-26.305267,28.94537,Italian
-5.280949,48.051678,firm
-6.6342907,34.79437,fleet
-50.46029,11.38428,Exporters
-49.397064,16.181995,surprised
-19.458244,50.5885,determined
4.6238685,64.14598,swing
-13.726198,59.675945,lower
-38.576424,57.69838,freight
-2.507373,54.962616,prefer
-10.356799,58.97661,beer
-21.67283,39.44868,bought
5.293249,47.477425,guarantee
-10.535163,54.92655,wouldn
-29.780369,32.720425,ship
-23.354105,30.281733,Bird
-20.01804,52.098217,flu
9.836786,41.997852,diagnosis
-10.784459,54.052628,training
-24.107527,41.70037,stepped
-44.2185,63.711815,territory
-39.213093,58.288567,diagnose
20.346148,44.89315,bird
-31.59978,37.529613,outbreak
-33.366703,27.772295,avian
-42.918053,24.330748,laboratory
-8.359849,35.114998,poultry
-28.526793,28.771164,flocks
-48.11205,8.433946,vaccinated
-23.468943,34.104927,symptoms
-38.79198,57.65551,virus
17.934198,58.238037,detect
17.202568,48.281834,easier
-4.554066,35.85498,chickens
-15.956009,50.443413,heads
-32.170753,36.94386,liquid
-47.986137,16.210033,mouth
1.2209269,54.59146,depressed
-13.98948,58.178543,parts
-21.645933,49.14237,skin
10.626706,57.986996,findings
-39.22474,57.88358,vineyards
-33.572495,43.279423,pesticides
-19.876621,48.67966,insects
3.6728895,61.760574,wasps
0.35813877,47.078922,instead
-32.31606,25.96557,brown
-19.73906,47.240406,moth
-13.659644,60.696617,Adelaide
-54.68047,21.021875,PhD
-8.778747,51.862705,student
16.117947,41.86139,studying
6.0790462,64.324005,results
-27.264637,70.53572,promising
-15.065761,41.673397,Vic
-28.593718,51.23542,grapes
19.749384,50.765053,rot
5.034145,62.430428,premium
-29.59885,32.618637,Poor
22.570047,45.612858,30
3.1243768,63.266525,priced
-42.831036,65.04804,Wendy
-10.724405,47.39423,publicly
0.8348893,54.030903,reluctant
-16.534,58.54075,speak
-6.0207725,45.905987,incredibly
-15.92211,61.65136,vulnerable
-23.505373,44.138687,basically
-20.434692,26.89153,frightened
-14.789159,49.793518,Qld
-47.059414,8.035193,charges
-22.863571,47.57678,suspended
-47.542248,16.201218,controversial
-44.295063,24.444263,irrigators
-34.94266,34.63044,refusing
-18.648876,34.574917,Premier
-25.33082,52.81322,Beattie
-35.845875,22.92736,introduction
-19.89145,46.029125,megalitre
3.9093816,65.02238,charge
-17.4458,51.529537,100
-30.724844,29.4106,annual
-7.120127,33.45028,licence
-14.352059,41.299747,fee
-12.058872,36.355663,review
-33.980633,28.666258,funds
-20.880405,54.505753,manage
-16.714098,47.470425,resources
-15.060475,53.263466,Canegrowers
7.9308615,50.953926,angry
-14.54079,45.18206,transparency
-30.971714,52.18677,tax
-52.736736,21.58896,mistake
-28.712677,52.684017,brand
-26.063429,37.901554,guess
4.2590733,47.82738,transparent
-13.676335,50.955452,independent
-10.277261,49.889374,reject
-16.565638,52.987034,fees
-46.13904,22.65896,transport
-12.367186,54.97687,proposal
-39.59639,57.357876,Transport
-32.556217,32.39608,registration
-42.169662,16.34267,B
-41.51381,9.003994,trains
23.077436,45.284508,37
-43.599663,64.91175,taxes
-40.022556,25.884844,heavy
-35.134823,23.010542,trucks
5.41883,48.474083,climb
-3.4062698,30.526426,ACT
-20.084265,35.28418,Fargher
-28.755653,43.043926,beyond
27.639448,53.287094,wearing
-41.06009,27.012177,efficient
8.957688,54.9593,mode
17.283644,48.36133,rail
-30.173819,42.539734,Indeed
-15.986958,47.77262,Productivity
-11.37962,45.691505,Oil
19.47454,45.012306,include
-24.674154,30.377666,internal
-28.286446,36.45279,Cyclone
-43.47785,64.56933,Larry
-40.81046,60.73854,powerful
-7.431381,54.04668,cross
14.011942,58.662483,havoc
-18.290354,50.884335,moves
-12.960406,52.333538,core
-13.095192,55.03083,category
5.151974,56.301643,crossed
4.5575666,45.107643,Innisfail
-32.25563,35.94679,wind
-51.098793,10.337995,speeds
4.937566,58.655556,hour
-5.549845,49.16721,Banana
-43.307674,65.22514,taken
-15.775798,39.773937,car
9.016191,55.2619,shed
-19.072464,40.60184,house
-32.502728,39.468063,looks
-14.078319,54.511185,iron
-8.822499,51.686398,vegetation
-35.927063,23.43533,bearing
-46.68156,14.486349,Futures
9.141005,37.715878,Albury
-12.476792,49.613926,balance
-38.66465,35.0788,conservation
-46.701515,4.8858724,farmland
15.646447,39.644764,managers
-12.060536,36.14519,attending
-11.941378,44.518776,cat
-6.791431,46.91988,amongst
-6.8789797,47.938133,pigeons
-19.294437,50.493385,opening
-47.216427,17.588804,address
-15.807992,50.64977,focused
2.4184744,52.699074,protection
-7.0047646,44.19718,funding
-34.00238,28.433838,pilot
15.882255,39.87295,flexible
-6.2492576,36.903515,approaches
-28.314423,41.321693,incentive
-26.72175,48.43676,launched
0.16068634,24.30948,comprehensive
-13.249272,56.38669,database
-13.586822,51.01046,containing
-29.649555,4.8685455,information
-26.171665,35.086353,health
-14.66118,34.79152,Murray
-29.998764,36.396923,Parliamentary
-16.927794,43.710804,Turnbull
-47.37499,16.63706,idea
-14.098141,49.196293,targets
-16.18555,61.18402,Living
5.5609097,55.88295,savings
-32.198425,33.024376,mad
-8.0403805,38.60815,cow
-49.67134,10.174844,worries
-20.801018,46.622276,Council
7.803309,54.122135,consumer
-42.949646,61.1784,specifically
-11.870138,51.79253,22
-13.129177,52.356342,previously
-5.389652,47.66452,President
-0.6163651,33.876606,Japanese
-16.473915,52.820793,conscious
-45.1006,16.23648,safety
-1.4844217,53.448162,14
6.5864706,44.77864,identified
-1.4283836,46.634216,busting
-34.528023,24.557774,Analysts
6.848238,30.833902,listing
-15.244342,40.866837,Hartley
-20.000504,37.941113,strength
-46.191254,10.236995,measure
-41.55227,27.145504,index
-23.84962,38.25558,calendar
-19.911171,33.15532,opinion
-17.761913,42.233887,accused
-28.598923,37.294773,ignoring
5.7905583,54.88581,sound
-6.9452624,41.899117,familiar
-44.99873,63.587276,forecast
-18.373363,44.570297,citing
3.0911818,53.765873,incomes
-26.388037,38.079098,contribute
-44.14871,63.862843,15
23.31285,45.955723,ignored
-16.870216,36.791348,Don
-16.294765,61.07687,wonder
-17.332539,35.92862,notice
-20.6752,41.7996,continually
-19.286592,38.613503,assistance
-29.50105,41.987392,framework
-32.601906,32.641056,operate
-21.271097,36.49228,aims
-49.510925,10.167523,profitable
-25.359995,41.963715,secrets
-30.931246,39.241222,Wimmera
-7.7104173,48.83621,makes
-27.1881,34.252735,Researchers
-13.184649,42.68195,hoping
4.814651,62.251095,enabled
6.1071076,50.442627,profit
8.635454,45.52058,others
-36.57264,22.24145,Williams
-16.668169,58.642567,similar
-40.46116,27.28881,data
-31.627089,52.66708,States
-24.461044,44.738995,BSE
-23.775629,41.48842,fears
10.38345,49.667854,odds
-7.1827364,49.919956,recovering
3.5567827,50.572132,uphill
-27.915842,23.44699,resumed
-28.035173,36.121483,American
3.0790415,65.74574,Institute
-15.665806,47.690414,spokesman
-7.8974743,50.816048,points
-44.18466,23.512804,press
-4.5095043,46.136654,reports
-9.525865,48.688583,minds
-4.774829,51.51778,product
-1.172995,49.011433,Our
-10.507726,52.284805,competitor
-13.363388,55.858772,Higher
-34.271194,25.717249,amid
-16.759329,53.040657,steep
12.418989,48.65178,boat
-42.74058,61.322517,prime
-8.781039,52.362633,mutton
-15.113171,49.140408,Gary
-15.537244,47.256947,shipments
-4.173803,38.057117,eastern
-16.76419,51.97101,demanding
-17.267075,50.141495,winter
-6.767902,40.031902,urge
-21.537712,35.75373,want
-26.340775,23.486572,join
-14.41104,47.841812,forces
-29.020817,38.932663,Peak
-16.894442,41.782097,ideas
6.4185686,43.33255,included
-13.987927,42.666573,primary
-38.853962,57.829117,co
-31.11294,17.03539,operation
5.2892404,53.155174,real
-34.512074,29.071386,seafood
-25.874306,32.516956,meal
-5.515176,43.540882,solutions
-14.504416,33.328743,Calls
-14.239487,48.440235,withdraw
-17.431187,38.664936,truck
3.6158006,52.60645,decisions
-10.821774,47.418297,afford
-9.645203,18.299408,proposed
-21.558393,41.506416,operators
-43.547447,25.060827,Australasian
-42.701496,25.381903,fundamental
-17.682638,52.417904,reform
-47.90442,17.212446,pricing
-24.032043,36.477085,heavier
-3.7170734,52.057,damage
-11.84663,38.07787,formula
-44.19749,12.976954,"',"
-45.3526,15.149812,trying
-13.013659,42.5782,battling
-9.876132,38.310284,Batchelor
-16.49261,60.81862,uniform
-10.568344,55.28423,approach
-9.384136,47.978695,uncertainty
-39.24967,57.766083,infrastructure
-43.47604,62.35841,Doctors
-31.49471,35.870785,abuse
4.4383683,41.44528,Patel
-26.913702,48.22714,scandal
-48.843777,15.804243,trained
-29.858498,44.890545,doctors
-22.259693,26.367027,face
10.206611,42.367268,racist
4.614215,46.657986,patients
-45.778633,16.27507,fallout
-11.287011,31.701374,Remote
-8.5933895,35.111237,positive
-49.92681,10.63555,urgently
-26.304228,26.196411,needed
-14.123343,45.37255,understanding
8.797635,40.034946,assumption
-13.1718235,32.897594,communities
-34.30155,24.72238,picking
5.107132,53.25427,GP
-20.446018,41.786453,eight
3.4469783,57.619614,locals
7.6977863,35.106525,racism
6.518365,39.612377,wasn
-13.1704855,47.12001,easy
-20.59337,37.754368,me
1.4130907,41.664745,great
-4.3776937,46.123283,accepted
11.005383,38.300552,welcomed
-9.92521,33.13842,count
-13.418753,43.619915,Far
-25.823677,27.933468,caused
-22.31227,43.398346,hundreds
-27.174425,44.046238,banana
-1.5589281,11.814349,bananas
-46.641808,15.936266,Tully
-27.476427,35.2689,regions
-17.07218,36.893974,;
-3.2050416,52.30405,Jan
-45.096752,63.902817,Davis
-3.834047,42.39194,representative
-17.069254,50.582592,worse
-12.420647,52.90834,anticipated
-6.1613064,32.05179,70
-16.102669,49.48914,80
-34.15973,16.36744,Very
-13.098465,53.53261,serious
12.4401865,39.19831,Sugar
-27.251087,43.87178,cane
-10.617927,27.82837,Cairns
3.1658502,53.49984,faced
-13.598069,38.488186,winds
13.003466,44.335155,huge
5.098822,59.38073,districts
-28.270826,36.484318,heavily
-0.64295834,57.310543,rely
-13.5258,41.992138,dominate
-15.260434,38.89607,landscape
-10.520929,55.343826,calls
-7.88181,49.820766,compensation
2.1310968,51.862835,damages
-26.283222,29.022648,Those
-21.774275,32.54952,losses
-21.795034,32.558205,above
-44.824875,59.574944,carton
-23.645067,-9.080827,Tony
-13.664297,60.221836,rebuild
-0.04731778,53.319492,essential
-9.993794,33.3725,question
-0.3824056,48.655914,employees
-20.39326,35.076084,Gulf
-7.1205378,59.121082,Carpentaria
11.6936655,44.927036,Stuart
-43.405025,17.755983,relieved
-5.54287,48.636406,turned
-43.45567,17.68306,advance
-13.687806,36.60539,metric
5.864912,52.263126,scale
-22.272366,42.862495,millimetres
-31.411821,38.994072,wettest
-0.3051942,42.877907,March
-18.755686,36.77398,ever
-25.853962,23.729786,28
-2.4950392,29.25615,recorded
-33.411407,26.629963,statistics
2.0158727,48.99426,formally
-47.77762,8.070646,shown
-18.814154,46.067802,Almost
13.643859,44.64836,voted
-0.055053577,50.356365,president
10.337205,47.606785,Ian
-0.45258918,34.425117,Hastings
5.63354,47.989113,ensure
-19.264591,46.73176,prospects
14.672764,43.721764,Chicago
-9.886844,45.715332,futures
-43.697216,60.89826,snow
-5.055036,48.120914,Already
-9.262883,47.75815,users
-13.613368,39.93671,values
-12.807736,48.127346,quickly
21.368893,49.116917,lose
-13.712482,45.77996,unless
-17.094393,35.57264,seal
-13.674416,51.02451,contract
-16.81313,51.22884,Media
-19.4349,51.25974,agree
10.90244,49.29813,controls
2.4784575,45.809914,shipping
-13.120005,49.339035,arrangements
-13.645915,44.69136,accusing
19.239052,39.254593,Analyst
-11.50537,17.834536,dealing
-5.528203,40.606815,simple
-21.95367,39.165016,vary
-4.211697,44.212383,significantly
-25.078035,32.27602,hence
-44.64756,62.18637,risks
-8.597552,46.480835,Even
10.619653,40.7144,talked
-43.442303,64.355415,essentially
-30.331255,40.543526,suggests
15.155774,35.916782,directions
-30.044159,26.894226,concluded
-13.14265,9.271916,Anderson
6.819558,46.217857,urges
-32.051544,38.776604,initiative
-29.272821,41.88915,Former
-38.661972,35.123035,deputy
5.5491705,55.05875,minister
-36.709156,9.992371,Water
-24.249748,41.746098,Initiative
-1.6731535,43.367596,danger
-20.10843,37.4885,secure
-12.461665,46.11977,environment
4.258254,47.961597,schedule
-20.059397,35.708427,heading
-25.796637,34.4195,governments
-14.616795,37.037266,resort
-23.902847,38.970737,glad
-24.519741,39.12611,wrong
-13.702959,34.947334,modern
-27.798052,19.549631,involved
-7.2051783,33.481785,parliamentary
8.510769,53.47513,necessary
-33.768833,35.26619,environmental
-17.637678,42.18074,flows
-3.6585886,31.952589,option
-16.31418,39.53178,Darling
-10.611459,43.911385,Ministerial
-4.246641,38.71994,rejecting
-10.6972275,35.488136,kind
-12.613283,39.907375,UN
2.169688,52.572544,outlines
-6.9457135,43.814163,freshwater
-1.2060505,21.578968,unveiled
3.7533975,47.217514,Mexico
-29.978659,24.587976,recommends
-45.139824,15.069996,subsidies
-31.547094,37.686455,fertilisers
7.7354712,40.308735,realistic
-10.495037,46.226547,forum
0.29530525,41.137962,leaders
-12.062153,48.38772,pollution
2.284896,43.262268,Young
6.6807075,44.658947,recognised
9.118633,34.400963,pioneer
2.6788292,46.31581,tackling
43.99866,10.639719,contamination
-31.728775,19.738312,practice
-13.763526,25.719929,innovations
-22.94561,36.52729,discussions
-44.62801,15.15166,introducing
-46.68425,6.1269045,hits
-45.969402,9.2712345,prawns
-16.642141,35.86537,Townsville
-22.11071,18.617062,aftermath
12.758907,44.16816,24
9.03987,33.146076,receiving
-43.78616,6.2416306,floods
-24.6849,18.60762,devastated
-7.955394,36.708786,prawn
-44.953503,13.9148445,Walter
-3.0279763,40.053444,flood
-10.211256,33.985844,loss
0.66420954,43.677746,power
-18.305614,34.651203,Basically
-22.37465,43.708008,stock
-8.808456,44.905064,ponds
-42.69158,59.48845,capable
-10.662741,43.740105,seals
-46.298992,15.926119,destroy
-14.222855,44.18152,safe
-24.975307,34.202213,plantations
-20.915983,31.272898,Tablelands
-12.263382,52.163517,estimated
-15.687424,39.84416,supplied
4.9634085,59.678185,Gordon
-24.936993,36.814236,shortfall
22.167978,38.149513,McCain
-5.760215,31.988161,cuts
-26.760378,29.272272,Potato
-29.671955,15.185995,started
-5.740552,36.98774,called
1.9063365,49.59262,resolve
-30.642359,38.059196,unfair
-44.675594,19.769575,Telstra
13.440753,28.486448,3G
-0.712981,49.36511,upgrade
20.733223,47.15673,fix
-12.897061,41.54624,black
-34.838306,29.380205,spots
4.1127768,57.837288,upgrading
-8.004767,39.300545,towers
-4.513549,31.572033,prepares
-27.490553,26.092262,roll
-12.045782,50.353928,network
8.870519,43.59228,coverage
-7.4796166,41.826572,speed
-4.9204016,38.347374,Internet
-3.1838958,32.694817,services
-14.070593,49.396786,Patterson
-16.794937,43.797676,isolated
13.766409,44.509552,highways
-42.007442,17.357334,sort
-44.15402,16.47355,additional
0.8074379,45.34578,base
-32.292755,22.658875,Tas
-10.730916,48.50865,subsidy
-31.373714,38.339577,90
12.122622,42.156788,scheme
-35.261845,21.744068,reviewing
-19.820269,45.464314,passengers
-43.81614,60.768425,Bass
-46.492153,5.8849306,Strait
4.9375043,54.820904,strengthened
-25.304111,23.320059,finance
-10.637291,50.996487,Richard
-26.415882,26.708122,committed
-46.87825,9.729463,generally
-6.600235,50.815876,method
-26.407976,43.719208,operations
-14.965526,41.741985,egg
-24.862637,25.055246,predictions
-19.398855,38.312737,looming
-39.797253,25.801233,eggs
20.156277,45.39748,oversupply
4.319862,50.003147,coupled
-26.411602,33.237705,hot
-44.937263,13.571008,Steven
-19.68138,41.685368,Southern
-29.26156,33.131397,fewer
5.1882844,41.131218,bigger
-15.907096,41.81205,players
-24.271795,38.56414,consider
-24.446926,33.737206,viability
-13.775584,41.164883,radio
-35.185608,7.9584236,bureau
-4.687592,34.035072,assumed
-33.49953,35.4112,stopped
28.581419,33.668785,vessel
-13.480045,39.756824,satellite
-39.868774,26.74674,relevant
-19.526161,32.19456,alternatives
-44.774265,2.7186604,advanced
-5.969239,37.08905,ocean
-8.78688,35.082275,Major
-14.736089,48.308395,supermarkets
5.7774277,60.03472,excluded
-42.896965,14.888027,exclude
-10.611319,42.66594,promised
24.553144,38.25306,negotiating
2.3035676,40.589165,retailers
-16.642357,44.020153,Coles
-1.4455646,47.016266,Woolworths
-6.415883,31.109959,wholesaler
-13.273198,28.385427,backed
-44.492096,13.478152,Central
-6.7654433,24.640444,Markets
-1.1855342,49.140068,believes
-18.1386,34.236317,expense
-16.872257,41.6624,wholesalers
-23.49915,24.955769,Over
-33.414745,27.30081,outside
-28.584381,28.477184,scope
5.074513,41.37298,mark
-24.266254,33.1556,prior
-13.384089,56.209152,reviews
-29.841324,22.649607,recommended
44.846165,9.119686,/
-5.89714,46.98957,Food
8.851198,36.771473,soar
-20.20128,37.66896,carting
-4.3737874,25.422836,Les
-23.471739,20.568874,double
-19.446486,47.043327,shelf
-33.393177,26.116686,item
-21.164131,40.392883,veg
-8.793129,47.25675,ice
9.208243,37.013718,cream
8.390093,38.52621,travels
24.148928,45.761307,Rail
-8.593572,48.888493,percentage
-44.696636,63.432236,travel
-34.17519,28.081703,empty
-6.2059035,22.565506,millers
-10.417672,49.34408,Bundaberg
-26.723,36.232834,Johnstone
45.073566,9.707067,mills
-10.66615,27.857018,suffered
-29.962076,40.681095,relax
4.3218203,34.84118,quarantine
-15.221863,39.156975,restrictions
-36.49979,9.225554,destruction
-33.573086,7.690766,reducing
9.375349,47.575756,biosecurity
-42.495003,61.581894,checks
-42.195724,6.48844,hurt
-17.506151,38.82855,compromise
-11.248067,43.61549,worst
-0.92897266,36.45822,Carnarvon
-43.325565,15.770691,send
13.094352,36.26457,Tom
-0.66984487,37.930103,Day
7.9622426,49.010853,traditionally
-8.71663,47.192722,raises
6.951492,44.172173,doubts
1.3998525,47.244743,NWI
15.140686,35.9162,solve
-15.7665,45.207767,crisis
6.9028845,45.968864,urban
-13.669253,39.025974,add
-10.083185,42.661697,conducting
-0.61400187,49.73907,direction
-16.761938,51.2515,reviewed
-12.516355,40.429108,progress
4.920004,47.243313,missing
-13.624236,48.301838,creation
-15.947718,47.064167,finding
6.9077754,45.855907,barriers
7.900064,31.903742,Governments
-8.627396,52.014023,Mission
-42.962967,16.763191,highlights
5.8311214,46.142353,divide
0.33976734,46.99602,wealth
3.6186843,44.604836,dwellers
-26.9497,25.629868,Australians
-12.523303,24.712616,finish
3.5163105,41.599308,school
24.781548,46.053925,die
-20.165161,31.861973,alcohol
-44.836952,15.443045,violence
-30.778162,24.35054,suffer
23.828852,41.108467,mental
-46.87194,17.11171,illness
-11.350969,42.23692,Anne
6.7694907,46.600086,programs
-14.314088,46.082134,components
-17.897316,31.994091,identify
-27.415344,8.203666,initiatives
-46.306984,5.357588,sure
-6.339606,29.34637,suggested
-8.418799,27.440712,recommendations
-10.010055,35.17088,setting
4.516116,39.791176,taskforce
-1.1336926,44.523544,citrus
-6.381239,29.29734,crippling
-21.804098,34.216084,economies
-24.822744,37.446224,reduce
-31.05512,25.927547,direct
-47.033257,8.136096,Dairy
6.5503483,32.84632,suppliers
-21.364973,40.696476,After
-10.533734,41.05939,dismal
-13.042965,47.98982,Fonterra
8.0297165,47.817146,kilogram
-18.062635,31.005116,Doug
-18.378437,34.4194,happy
-27.341053,25.368765,incentives
-17.551044,36.265266,financial
2.50427,42.08825,security
-21.508877,35.81971,Woodside
-44.789143,63.20742,gas
-11.294893,45.823093,signed
-15.399715,16.962326,liquefied
-45.89379,8.018384,LNG
-29.64537,4.70025,2011
-25.867718,25.537104,Biodiesel
-16.258,36.507454,opens
-3.4250984,44.28009,biodiesel
-43.629036,60.867912,opened
-43.063084,15.831649,45
-47.578445,9.842759,litres
-33.339985,25.83495,diesel
-43.769955,4.8483877,each
-23.980986,44.692654,Initially
4.8139133,40.608295,hoped
-9.482551,22.59191,oilseed
-6.943954,34.37852,manure
-5.61142,37.171776,feedlot
-44.79914,62.736153,abattoir
-5.0931616,33.867973,planning
-3.702215,29.415714,generate
-1.5222745,33.658314,electricity
4.2983093,32.636223,developing
-9.334099,50.510616,bio
-12.033209,37.900917,120
-9.35467,27.921616,Manager
-18.26619,28.32623,collected
2.2515802,42.494286,methane
21.31543,40.92461,extracted
5.534824,38.998375,turbine
-47.64174,9.8984995,generates
-16.031477,45.40788,requirements
-41.446636,9.14989,NT
23.475595,43.193924,flower
-17.89979,24.484257,rescue
-45.687115,8.472054,red
-24.237432,19.021585,orange
4.777524,44.962627,winners
-4.266198,24.651884,order
8.563615,45.533665,doubled
-28.95864,24.76744,overnight
-43.19783,24.738918,flowers
-1.7119389,42.704483,Tuesday
13.908301,37.663803,however
-46.753704,17.055313,together
2.2127295,26.049414,sale
-8.038798,38.962097,track
2.5202274,34.783092,speculation
-14.382478,5.790979,trouble
-11.185273,45.57366,Spokesman
-42.10831,8.20357,submission
-12.644875,47.55778,talks
9.950585,47.563343,drawn
-3.6851227,40.88136,played
-45.143513,9.326167,abnormal
-14.579208,48.019737,initial
8.628535,38.52928,context
-7.5507135,6.0881443,shares
26.056389,33.261024,Shares
-2.956491,34.73873,ratings
-46.243576,6.2969465,lows
-11.388305,41.501263,improved
-9.671462,41.626137,handle
1.4853312,35.58642,Senior
-27.57394,34.887608,Grant
20.956573,27.741737,outcome
-47.01949,7.043333,97
-28.709906,10.656021,220
-24.045713,35.733135,mid
7.6430993,51.205524,Many
-8.893035,31.198397,believe
-14.052442,42.566284,Hayes
-45.028248,63.113464,demonstration
-9.518648,30.752855,rank
11.627074,39.98509,file
1.4311258,35.935867,heart
-20.791542,11.757647,900
-19.080542,40.91552,ballot
6.2720876,31.95064,complete
-20.098536,29.479826,Only
-23.369678,38.711205,responded
9.430483,47.546307,remove
-46.539925,9.209299,resulted
14.424851,16.607237,1000
-12.917834,45.753185,wanting
-46.741447,16.000185,Export
-26.297089,18.818031,Authority
-14.594151,34.8865,adding
-35.76945,9.070401,economist
-8.301062,8.268112,lowest
-39.87169,4.5634217,18
1.5431405,50.648556,71
1.1032656,31.360184,boosting
14.652283,26.607138,am
-42.77187,14.55178,broad
-20.40754,26.686945,acre
-12.058157,45.141926,croppers
-6.2585044,47.112278,falls
-22.48067,20.339478,exchange
6.2862544,43.496517,Instead
-6.687923,49.78691,fallen
-1.4116788,47.117714,older
9.221458,30.725082,Fremantle
19.378256,13.819842,indicator
-9.801454,30.167507,fell
12.360623,48.674812,lawmakers
-12.654786,47.68262,oppose
-15.911225,47.040142,groups
-20.090015,40.23568,Bush
0.9730464,35.921803,administration
21.28329,47.79812,spend
-26.174953,23.70133,quarter
-9.879928,39.464447,European
25.715328,36.219547,minor
-30.69062,24.067766,written
-47.97245,8.467023,urging
10.572179,35.96913,closer
-45.02749,7.2350397,Associates
23.418009,45.575493,Twenty
21.505388,48.72561,budget
-46.478237,8.50433,elsewhere
-15.307467,16.728186,competitors
-12.865309,47.6989,blight
-2.0583467,32.293262,detection
-32.21639,39.317497,skills
1.4550536,48.620686,inspect
-12.63312,45.626106,Submissions
-43.421535,5.333005,AQIS
-29.897234,22.083664,canker
-44.669575,61.27378,forth
-32.355534,25.403933,experience
-39.719612,25.388191,fund
-9.469488,25.969887,raise
-30.67497,17.8466,awareness
-21.575514,29.354103,nationally
-11.328554,35.76778,metropolitan
11.70859,44.341133,media
-2.5415647,37.538883,schools
-33.194942,25.424458,D
4.0583096,27.685411,Pastoralists
-31.128315,40.951305,Graziers
-22.403866,34.95626,encourage
-18.030647,37.426395,everybody
1.7586089,36.66641,recruitment
-5.375841,18.103222,attract
-24.69447,33.99479,theme
-46.59114,5.215693,""","
-7.891933,30.759773,promotes
-28.51273,11.161542,economics
-16.945402,27.12061,lifestyle
-45.683064,60.866272,qualities
-45.26504,6.7976007,living
8.081387,48.201115,influx
15.488371,29.493471,decade
-9.954006,24.98079,mind
-17.808084,24.214083,investment
-0.75440454,44.161068,foreign
-3.3639753,42.021126,injection
1.001066,50.716625,capital
-18.393139,29.455912,own
9.038268,43.43665,relief
-5.4445567,33.8002,damaged
-43.280598,60.538467,Without
0.19227351,37.55782,cows
26.361994,46.13849,possibility
-6.360157,38.989872,dry
2.708857,38.009712,fly
0.40413615,10.298695,machines
-44.92728,63.12456,source
-6.3947024,39.07021,generators
24.301748,41.44273,chilled
-39.270695,1.4171753,otherwise
14.109135,31.87059,drain
1.6266836,9.69356,offered
-44.849064,6.0980215,donations
-9.623737,30.4953,welcome
-13.722941,39.01816,Residents
-10.421376,39.919987,rainfall
2.8067245,45.515076,Yesterday
-4.516574,30.439655,helicopter
-12.346329,39.839798,arrived
15.505768,34.514374,nearby
-9.50749,17.577284,grief
-24.033443,18.717007,hill
-43.00548,16.002445,shoot
4.8171787,46.96245,Top
9.808957,43.184357,End
7.4034424,42.000854,tough
-0.09454663,42.16618,Commercial
28.333277,13.996912,crabs
-36.015812,-0.04960925,amendments
-7.6951017,28.967695,penalties
-5.501489,27.4505,breaching
8.023637,40.32044,catch
-44.25192,6.6356716,limits
23.299406,23.868366,Chris
-16.48624,24.092522,Sea
-13.896311,27.055853,49
0.8258315,45.187717,holders
10.708819,40.16616,Most
-8.412246,41.302536,kicked
19.170078,42.382824,effectively
1.2749808,24.233133,relating
-17.516125,38.754055,size
13.571639,7.9818845,limit
0.69186664,22.360651,proportion
-39.616684,2.3871458,save
-45.44216,61.29291,rare
-27.215504,27.727694,signing
-0.702795,22.439877,offers
-42.896667,4.166067,cash
-24.021875,25.171785,preserving
14.871927,7.6205945,Hobbs
-8.499739,49.783916,protecting
7.383271,40.420555,serves
-25.807547,27.887774,purpose
8.112932,48.243458,livestock
-45.354572,61.277016,migrants
-3.1013465,43.073437,agent
-40.430714,25.411987,recommend
-10.454374,22.223291,touted
0.77953506,22.411243,Walker
22.695692,44.5167,clients
-4.681924,41.52335,Immigration
4.684984,39.98621,Services
-43.24863,61.237206,sufficient
24.519968,45.42736,sustain
-11.819555,33.46137,seeking
-11.142279,45.358982,employment
